,key_words_rak,key_words_tf_idf,titles,keywords_intext,year,final_keywords
715,"middle school students dubbed game,scaffolded informal learning environment show,educational video game sessions including,incorporate effective learning strategies,lavalier audio recorder worn,data including clickstream gameplay data,teams investigated preliminary recommendations,triangulating seemingly clear findings,multiple adjacent data streams,players showed limited knowledge,produced educational video games,contrast game play behaviors,knowledge post assessment scores,extract formative information,stealing precious resources","tablet,task,models,collaborative,tablets,actions,kappa,interactions,model,features,group,position,logs,talk,behaviors",Taking on the Challenges of Learning in the Digital Age:,,2015,"set(['task', 'kapp', 'log', 'tablet', 'interact', 'collab', 'behavy', 'act', 'posit', 'group', 'model', 'feat', 'talk'])"
716,"physical versus virtual experimentation result,performing physical versus virtual labs,pl versus vl condition promoted,evaluating / making sense,explored additional pulley configurations,physical versus virtual experimentation,middle school science classes,physical versus virtual labs,middle school science students,science predictions / patterns,explore conceptual ideas due,western middle school,significantly higher learning gains,pl versus vl conditions,talk discussing science ideas","robot,children,utterances,cultural,interactions,equitable,learning community,language,sessions,child,interaction,young,community,designing,english",Libraries as Emerging Spaces for Computer-Supported,,2018,"set(['childr', 'engl', 'learning commun', 'ut', 'interact', 'sess', 'robot', 'young', 'design', 'child', 'cult', 'langu', 'equit', 'communit'])"
717,"based models encourages causal thinking,adequately learning key concepts needed,participants included sophomore nursing students,drug global actual count,promote increased bioscience education,oversee prescribed drug therapies,based modeling simulation tools,based modeling supports learning,based curriculum involved understanding,test score minus pre,pkpd learning environment includes,students generally find pharmacology,nonlinear simultaneous interaction,includes time plots,build deeper understandings","sdl,school,schools,implementation,project,teachers,network,meetings,year,team,level,teacher,leader,planning,design",How Did a Grade 5 Science Community Co-Construct Collective,,2017,"set(['school', 'network', 'lead', 'level', 'team', 'project', 'design', 'plan', 'year', 'sdl', 'meet', 'teach', 'impl'])"
718,"agglomerative hierarchical clustering algorithm,applying pointwise mutual information,natural language processing dimension,computer supported collaborative learning,longest semantic chain span,sustainably provide meaningful contributions,fewer approaches provide automatic,intense collaboration zones emerging,identified intense collaboration zones,highlighted intense collaboration zones,comparing individual voice distributions,identifying intense collaboration zones,voice identification process resides,cumulated contextual pmi view,collaborative learning activity","youth,conjecture,libraries,library,programs,maker,program,design,materials,mapping,map,dbr,school,new,public",Matching Data-Driven Models of Group Interactions to Video,,2017,"set(['map', 'school', 'conject', 'publ', 'mater', 'program', 'design', 'librar', 'new', 'you', 'dbr', 'mak'])"
719,,"code,blocks,computational,pair,population,programming,pairs,ct,challenge,practices,log,wilensky,environment,chance,conceptual",Designing Technology as a Cultural Broker for Young Children:,,2018,"set(['pract', 'comput', 'log', 'chant', 'challeng', 'pop', 'conceptu', 'program', 'environ', 'cod', 'pair', 'wilensk', 'block', 'ct'])"
720,"data sources included ethnographic observations,model animation—facilitates critical perspectives,robotics backpack materially support learning,enhanced lifelong stem learning centers,maker activities receiving special emphasis,geographically dispersed scholars pursuing,youth curated personal family history,single staff person managing,promote intergenerational steam learning,provided augmented community displays,single rural school district,supported collaborative learning scholars,messages project differed substantially,broader social history compare,earlier design study iteration","eye,eye tracking,tracking,visual,orchestration,visual representations,looking,competencies,representational,cscl,representations,teacher,collaborative,cognitive,gaze",Determinants of School Level Success in Design-Based Innovation,"eye-tracking, gaze-aware applications, modeling collaboration",2018,"set(['gaze-aware appl', 'eye track', 'visual represent', 'look', 'track', 'cognit', 'modeling collabor', 'eye-track', 'collab', 'orchest', 'vis', 'ey', 'compet', 'teach', 'repres', 'cscl', 'gaz'])"
721,"shared frames signifying structural properties,epistemic mechanism enabling sustained practices,understanding sustained knowledge practices driven,productive knowledge building communities identified,students investigated human body systems,simply enact repeated procedures,specific productive discourse patterns,level 1 categories include questioning,based knowledge practices drawing,finalized collective research cycle,small group research cycles,human body systems,main phases involved,small group reading,small group modeling","complex systems,systems,teachers,complex,pd,biology,project,argumentation,teacher,simulations,resources,student,instructional,classroom,sim",Conjecture Mapping the Library: Iterative Refinements Toward,"Innovative Design Approach, Teaching, Science Education, Learning Outcomes",2018,"set(['classroom', 'innovative design approach', 'instruct', 'resourc', 'stud', 'learning outcom', 'complex system', 'system', 'argu', 'project', 'science educ', 'biolog', 'complex', 'pd', 'teach', 'sim'])"
722,,"vmt,geometry,boundary objects,dynamic,team,boundary,project,assignment,construction,objects,evaluation,fruitloops,chat,tools,artifacts",Anchor Code: Modularity as Evidence for Conceptual Learning and,"action research, boundary objects, communities of practice, design research, dynamic",2018,"set(['artifact', 'evalu', 'tool', 'object', 'boundary object', 'construct', 'project', 'geometr', 'dynam', 'chat', 'team', 'fruitloop', 'vmt', 'assign', 'boundar'])"
723,,"mooc,moocs,quality,facilitators,designers,global,yes,survey,overview,target,learners,indicators,education,stakeholders,workshop","CSCL and Eye-tracking: Experiences, Opportunities and",,2017,"set(['mooc', 'target', 'stakehold', 'overview', 'glob', 'ye', 'qualit', 'workshop', 'design', 'facilit', 'learn', 'ind', 'survey', 'educ'])"
724,"desired 21st century learning outcomes,creative abilities varied greatly,collaborative design interactions brought visible,school open classroom observations stipulated,customized moodle platform serving,finer grain organizational structure,apparently similar initial conditions,district level subject matter,school level project team structure,“leadership circle” meetings separate,staff room seating arrangements,debriefing session involving teachers,schools showed similar trajectories,involved teachers contribute materials,fully supportive school head","museum,communities,color,families,racial,cultural,positioning,seek,labels,diversity,culturally,engage,language,programs,position",Design Features for Computer-Supported Complex Systems,"Positioning, Discourse, Diversity, Equity, Museums",2017,"set(['communit', 'rac', 'eng', 'langu', 'muse', 'label', 'posit', 'program', 'famil', 'cult', 'div', 'seek', 'col'])"
725,"emulate engaged youth participation comparable,design case involves small town,existing maker education resources typically,hosted highly attended youth programs,novice users made errors,engineer miniature skating parks,public library hosted teen programs,harry potter craft activities,existing youth program development expertise,larger maker education research community,school district meeting minutes,conduct quick online searches,teen advisory boards exist,important program structuring element,involved inherently complex relations","cycle,facilitators,science,relevance,cycles,scientific,literacy,curriculum,design,student,high school,personal,topic,occurred,team",Constructing Knowledge: A Community of Practice Framework,"STEM literacy, data visualization, designed learning environments, informal learning",2015,"set(['sci', 'literac', 'top', 'designed learning environ', 'stem literaci', 'cyc', 'person', 'data visu', 'curricul', 'design', 'facilit', 'stud', 'high school', 'occ', 'team', 'informal learn', 'relev'])"
726,"computational thinking practices specifically relevant,computational problem solving practices related,learners develop mechanistic understandings,middle school biology classroom,grade science classes participated,mechanisms underlying maintaining stability,make alphabets string identical,paper investigates student learning,shifting distributions problem,examine themes related,events involving interactions,segments provided clues,make minor modifications,modular computational solutions,ethnically diverse suburb","scripts,collaborative,orchestration,macro,teachers,micro,scripting,group,collaborative learning,script,curriculum,technology,teacher,prototype,small group",The Quality of Open Online Education and Learning:,"collaboration, technology, classroom orchestration, macro- & micro-scripting",2015,"set(['group', 'script', 'macro', 'technolog', 'orchest', 'collab', 'micro', 'curricul', 'prototyp', 'collaborative learn', 'teach', 'small group'])"
727,"explaining linguistically complex visual elements,involve multiple interactive visual representations,tracking studies remote collaborations involve,call ‘multimodal teaching analytics,helps establish common ground,quantitatively describes visual coordination,makes explicit deictic gestures,collaborative program comprehension task sharma,equal duration time windows,perspectives show common points,visual representations predicted error,mooc style video lecture,diverse authentic classroom settings,students understand deictic references,authors call ‘orchestration load","vocabulary,words,knowledge building,word,knowledge,kf,grade,growth,student,building,measures,years,writing,literacy,proficiency",Words Mean Things: How Museum Workers’ Discursive Practices,"Knowledge Building, literacy development, productive vocabulary, CSCL",2018,"set(['meas', 'word', 'kf', 'knowledg', 'vocabular', 'literac', 'writ', 'build', 'stud', 'year', 'knowledge build', 'grad', 'grow', 'profic'])"
728,"content standard demands factored prominently,state standardized science test ranged,teacher interviews unanimously demonstrated interest,scale complex systems include businesses,single fertilized egg developing,high school science classroom contexts,boston area public schools,complex systems content significantly improved,participatory sim gamblers dilemma,providing close teacherresearcher collaboration,high school biology units,builds deeper content understanding,reduced priced lunch ranged,measured biology content related,ecology lesson plan construction","regulation,group,red,tool,course,green,plan,phase,task,mathematics,app,mid,collaborative,google,evaluation",Iterative Curricular Design of Collaborative Infographics for,"socially shared regulation, regulation tools, web2.0, mathematics, teacher education",2018,"set(['web2.0', 'cour', 'group', 'teacher educ', 'evalu', 'regulation tool', 'mathem', 'tool', 'mid', 'collab', 'ap', 'task', 'green', 'plan', 'socially shared regul', 'phas', 'reg', 'red', 'googl'])"
729,"projects follow iterative design cycles,cop approach usefully pulled back,evolving visual configurations witnessed,produces regular ongoing revisions,2014 icls workshop interaction analysis,abstract underlying dynamicgeometrical principles,higher order dynamicgeometry principles,evaluation design allowed insights,cereal team iterated rapidly,complex field sites exhibiting,deeper underlying geometrical thinking,meetings include revised assignments,theoretical hypotheses explored partly,experienced community members guide,recent pedagogical artifacts produced","script,argumentation,scripts,skills,structured,condition,regulation,self,learners,acquisition,high,rq,treatment,low,arguments",Designing for Effective Collaborative Learning in High-Needs Rural,"collaboration scripts, argumentation, mathematics.",2016,"set(['rq', 'script', 'self', 'tre', 'argu', 'structur', 'high', 'acquisit', 'skil', 'learn', 'condit', 'reg', 'low'])"
730,"traditional distance education courses,mixed method research combining,massive open online courses,global mooc quality survey,selected key quality indicators,leading international associations,interested stakeholders worldwide,specific mooc type,formal education settings,mooc quality survey,quality reference framework,learning communities attending,interviewed target groups,formal evaluation concept,alternative evaluation measures","sna,cscl,network,centrality,concepts,interaction,cluster,networks,density,concept,indices,nodes,techniques,communication,correlation",The Development of Productive Vocabulary in Knowledge,,2016,"set(['network', 'clust', 'sna', 'nod', 'conceiv', 'commun', 'cent', 'cscl', 'correl', 'densit', 'ind', 'techn', 'interact'])"
731,"interventions museum workers employ reveal,museum workers identified african americans/blacks,roles including vice president,settings including natural history,open coding interview transcripts,museums foster museumgoing habits,foreshadow future work detailing,sample mentioned asian communities,museum workers include “bilingual,recruit 26 science museum workers,museum education workers due,cultural diversity influence learning,role museum workers feel,develop culturally relevant exhibitions,solutions museum workers cite","group,facilitators,facilitator,modeling,scientific,density,participants,scientific practices,mental,planning,practices,boundary,population,scientists,collaborative",Designing Simple Tools for Socially Shared Regulation:,"citizen science, collaborative learning, scientific practices, engagement",2015,"set(['sci', 'plan', 'ment', 'scientific pract', 'particip', 'collab', 'pop', 'pract', 'facilit', 'group', 'model', 'boundar', 'densit'])"
732,"high school data journalism internship,make relevant complex scientific data,science data journalism curriculum occurred,short article offers reflections,online science news magazine,field site move forward,informed subsequent teacher trainings,high school infographic internship,incorporating personally relevant topics,ultimately publishing science news,data journalism internship occurred,foster high school students,high school age students,school learning environment geared,large scientific data sets","cohort,engineering,program,solar,summer,youth,positioned,scholars,members,diverse,project,feedback,stem,teachers,positioning",Fostering Argumentation Skills in Mathematics with Adaptable,,2015,"set(['cohort', 'engin', 'scholar', 'memb', 'teach', 'sum', 'sol', 'stem', 'project', 'program', 'posit', 'you', 'div', 'feedback'])"
733,"prototype implementation uncovered numerous problems,orchestrate effective collaborative science learning,involved repeated interaction analysis,time principled pedagogical interventions,major scripting demands put,stage provided minimal scripting,complex biology knowledge related,viewings researchers compiled 90 minutes,orchestrating collaborative meaning making,experienced teachers orchestrating collaborative learning,learning goals include development,transfer individual ideas expressed,biosphere curriculum include collecting,collaborative knowledge building processes,underprepared teachers orchestrate technology","rapport,rating,talk,reasoning,domain,states,collaboration,posttest,scale,pretest,segments,pretest posttest,interactive,student,problem",On the Adoption of Social Network Analysis Methods,,2015,"set(['stat', 'scal', 'posttest', 'interact', 'domain', 'rapport', 'seg', 'rat', 'stud', 'pretest posttest', 'reason', 'collab', 'pretest', 'problem', 'talk'])"
734,"level background variables affecting,productive vocabulary growth remain consistent,present study examined topics,individual variations identified earlier,vocabulary learning happened naturally,knowledge require continuous reading,knowledge building behaviour indicators,future knowledge building analytics,shorter text—text shorter,water droplets make clouds,knowledge building—immerses students,word categories positively correlated,sustained collaborative efforts made,kf log data produced,students entered higher grades","sim,light,parameters,model,condition,real,cluster,exploration,inquiry,path,sequences,systematic,interface,sequence,technology",Scientific Discourse of Citizen Scientists:,"science inquiry, remote laboratories, inquiry strategy, modeling, interactive biology",2017,"set(['real', 'clust', 'inquir', 'light', 'technolog', 'system', 'interfac', 'sequ', 'expl', 'condit', 'model', 'path', 'sim', 'paramet'])"
735,"research efforts laru & järvelä,regulated learning involves effective strategy,year primary teacher education program,realize adaptive regulation fail,planning tool reflect experiences,enhancing socially shared regulation,socially shared planning document,shelf social media tools,supporting socially shared regulation,apply effective learning strategies,pedagogically grounded instructional design,socially shared planning tool,support socially shared regulation,järvenoja & järvelä,mobile social media activities","micro,phase,behavioral,reading,courses,course,cell,collaborative,path,chen,network,sequences,behaviors,score,learning activity",“We Were on the Same Level”: Young Engineering Researchers,,2017,"set(['cour', 'network', 'read', 'cel', 'phas', 'collab', 'behavy', 'micro', 'learning act', 'scor', 'chen', 'path', 'sequ'])"
736,"coders reached sufficient interrater reliability,repeated measures anova showed,average reach higher levels,completely unstructured control conditions,past scripted learning experience,students additional instructional guidance,high structured argumentation script students,adaptive scripts continuously assess,mathematics teacher students participating,low structured script condition,low structured argumentation script,high structured script condition,high structured argumentation script,make collaboration scripts adaptable,strong instructional guidance","maps,map,concept,concept map,links,game,story,concepts,writing,performance,narrative,course,computer,courses,programming",Through the (Thin-Slice) Looking Glass: An Initial Look at Rapport,"collaborative writing, concept maps, creative writing, narrative, game-based learning",2018,"set(['map', 'cour', 'comput', 'perform', 'conceiv', 'stor', 'nar', 'gam', 'program', 'link', 'concept map', 'writ'])"
737,"networks encode conceptconcept relations based,qualitative literature review lends support,applied clustering algorithm identifies,“questionnaire” alongside “interaction pattern” appeared,basic measure “degree centrality” appears,analysis methods applied alongside sna,formally represent relevant characteristics,clustered network representation shown,understand cscl “interaction patterns” based,blended collaborative learning scenarios,relate structural network properties,necessarily capture consistent patterns,apply underexplored sna techniques,include advanced sna techniques,characterize relational attributes based","synthesis,talk,app,episodes,prior knowledge,groups,medium,prior,food,episode,task,knowledge,group,carbon,table",Design Matters: The Impact of Technology Design on Students’,"collaborative learning, data literacy, contextualizing science instruction",2017,"set(['med', 'task', 'group', 'food', 'knowledg', 'pri', 'synthes', 'ap', 'tabl', 'prior knowledg', 'episod', 'carbon', 'talk'])"
738,"previous regular field work,involves regular field work,develop consensus based group models,washington native plantings experiment,cordtra diagrams provide visual representations,donna applied conceptual knowledge based,external social factors impact participants,applying qualitative coding schemes,facilitators giving explicit guidance,qualitative coding scheme presented,replacing house sparrow eggs,boundary object facilitating communication,research team helped guide,citizen science projects mediated,mental modeler enables analysis","places,place,cscl,design,practices,element,software,boundaries,application,stahl,working,behavior,educators,beliefs,appropriate",Behavioral and Relationship Patterns in an Online Collaborative,,2018,"set(['el', 'educ', 'stahl', 'work', 'cscl', 'appropr', 'pract', 'design', 'believ', 'plac', 'appl', 'softw', 'behavy', 'boundar'])"
739,"college entrance sat math scores,students simply undertook intentional action,situating incoming high school students,test sustained educational models aimed,research team iteratively examined data,intentionally created participation structures aimed,simultaneously provide shade structures,involve ongoing mutual engagement”,local middle school science teacher,large urban district serving,pv engineering differs greatly,community solar engineering research project,decreasing potential social hierarchies,term afterschool club experiences,pv engineering research experience designed","analytics,regulation,collaborative,learning analytics,cscl,processes,socially,regulated,scripts,collaborative learning,agents,metacognitive,groups,internal,segments",Concept Mapping Narratives to Promote CSCL and,"learning analytics, socially shared regulation of learning, prompting, scaffolding",2017,"set(['soc', 'prompt', 'ag', 'script', 'process', 'socially shared regulation of learn', 'scaffold', 'metacognit', 'collab', 'cscl', 'seg', 'intern', 'learning analyt', 'collaborative learn', 'group', 'analyt', 'reg'])"
740,"word problems contained addition/subtraction operations,students demonstrated increased learning gains,demonstrate higher positive learning gains,demonstrate higher posttest learning gains,found marginal significant results indicating,exclusively modeled strong domain reasoning,students demonstrated greater learning gains,offers multiple solution paths,behaviors impact subsequent student learning,marginally significant main effect,subsequently demonstrate higher rapport,predict future reasoning states,slice coding scale developed,rapport rating scale consists,vicarious learning models impact students","criteria,epistemic,evidence,model,models,meta,quality,fit,scientific,practical,understanding,argumentation,arguments,evaluate,pretest",Engaging Everyday Science Knowledge to Help Make Sense of,,2015,"set(['epistem', 'sci', 'fit', 'evid', 'criter', 'argu', 'qualit', 'met', 'pract', 'understand', 'evalu', 'model', 'pretest'])"
741,"recent technological developments gave rise,wilcoxon rank sum test due,interactive biology laboratories provide opportunities,san francisco bay area,interactive computer simulations generally focus,student groups examined experiment videos,real data interweaves multiple practices,researcher team taught 6 sessions,hand generally lack affordances,traditional bifocal modeling framework,full bifocal modeling framework,sim condition revealed significant differences,employed fixed effects manova,parameter “rotation / turning,interweave multiple scientific practices","condition,goal,mastery,posttest,randomly,partial,speed,programming,lab,main effect,partner,computer science,collaborative,students completed,collaborative learning",Transgressing Ideologies of Collaborative Learning and Working,,2017,"set(['program', 'goal', 'posttest', 'students complet', 'random', 'computer sci', 'collab', 'lab', 'part', 'master', 'partn', 'collaborative learn', 'condit', 'spee', 'main effect'])"
742,"conventional collaborative learning environments tend,sequence reached statistical signiﬁcance,writing reflective journal entries,study explored interactive behavioral patterns,extending reading related literature,students received prior training,helpful behavioral path b6→b2,behavioral path b3→b3 shows,online collaborative reading procedure,conduct collaborative reading activities,assessment scheme including artificial assessment,current collaborative reading task,connecting line thickness represents,conduct lag sequential analysis,demonstrate stronger cognitive development","blended,moocs,online,course,learning design,language,courses,pattern,design,techniques,instructors,pedagogical,patterns,mode,modes",CSCL and Learning Analytics:,,2017,"set(['mooc', 'cour', 'design', 'pattern', 'instruct', 'langu', 'onlin', 'mod', 'techn', 'blend', 'pedagog', 'learning design'])"
743,"relevant literature section concerns ai,concept map assessment rubric found,analyze individual student creations,rhetorical modes including narration,concept maps shed light,qualitatively measured student performance,driven video game prototype,existing related narrative projects,complete video game narrative,students explore artificial intelligence,improve general academic performance,include linking concepts enclosed,student concept maps included,video game narrative theme,concept map assessment rubric","gesture,geometry,gestures,speech,mathematical,conjecture,reasoning,spatial,edu,impacts,hands,university,effects,prior research,effect",Changes in Students’ Use of Epistemic Criteria in Model Evaluation,,2015,"set(['impact', 'conject', 'mathem', 'effect', 'hand', 'reason', 'un', 'speech', 'prior research', 'edu', 'gest', 'geometr', 'spat'])"
744,"reached lower synthesis designations talked,reached higher data synthesis levels,local selective public school,dinner plate remained anchored,groups improves learning outcomes,effective collaborative activities draw,data synthesis coding framework,involved mixed data talk,students covered content related,multiple data sources simultaneously,medium quality data talk,reached higher levels,discover deeper meaning,improve thinking skills,social constructivist frameworks","group,negotiation,discourse,conceptual,situation,definitions,group members,groups,understandings,shared,talk,contributions,students group,turns,sessions",“Sorry if I’m Leaving You in the Dust”: Toward Understanding the,"collaboration, intersubjectivity, conceptual discourse, learning outcomes, CSCL",2018,"set(['shar', 'negot', 'students group', 'group', 'contribut', 'learning outcom', 'conceptual discours', 'group memb', 'sess', 'definit', 'collab', 'cscl', 'conceptu', 'understand', 'intersubject', 'disco', 'situ', 'talk', 'turn'])"
745,"based behavior intervention research literature,collaboratively addressing challenging behaviors,theoretical move parallels views,application includes asynchronous online,iterative design revisions lead,distinct design element worthy,iterative design involving researchers,traditionally separate learning spaces,recurring problem hindering,accompanies teacher candidates,frames teacher preparation,integrating behavior support,applied behavior expertise,connect university teacher,theoretical discussion surrounding","systems,items,visual,complex systems,science,gas,concepts,micro,test,post test,models,post,wilensky,reasoning,information",Leveraging MOOCs for Blended Learning: Capturing Effective,"model-based learning, complex systems, science education, special education, sonification",2018,"set(['complex system', 'sci', 'vis', 'conceiv', 'post test', 'gas', 'system', 'item', 'reason', 'inform', 'micro', 'test', 'wilensk', 'model', 'post'])"
746,"simultaneously achieve high practical impact,selfand socially shared regulated learning,create thriving online learning communities,externally regulating artificial social agents,de jong & van joolingen,optimal external scripting level principle,massive open online courses,360 degree video camera system,visual ipad application focusing,guide collaborative activities similar,survival modeling include confusion,high performing groups tend,papers collectively advance thinking,involved socially shared regulation,measure internal scripts automatically","conversation,mooc,platform,conversations,social,moocs,learners,intervention,length,comments,comment,interactions,propose,impact,affordances",The Effect of Inhibiting Hand Gestures on Mathematical Reasoning,,2018,"set(['impact', 'soc', 'leng', 'conv', 'afford', 'interv', 'propo', 'mooc', 'platform', 'learn', 'com', 'interact'])"
747,"freezing nights caused ice crystals,7th grade classes involved,based inquiry program spanning 20,successful reasoning requires advances,prompts including comprehension checks,education community develop learning environments,criteria mentioned remained stable,model evaluation criteria students brought,based learning curriculum produced,reflect additional criteria present,students collaboratively developed class lists,main scaffolds supported students,ice crystal model shows,students evaluated competing models based,based inquiry intervention produced","uncertainty,negotiation,teacher,argument,claim,resolve,directed,epistemic,event,maintain,classes,argumentation,ecosystem,transcript,chen",Negotiation Towards Intersubjectivity and Impacts on Conceptual,"Argumentation, uncertainty, social negotiation, epistemic engagement, inquiry",2016,"set(['epistem', 'claim', 'negot', 'epistemic engag', 'inquir', 'ecosystem', 'social negoti', 'argu', 'resolv', 'direct', 'transcrib', 'maintain', 'chen', 'uncertaint', 'teach', 'ev', 'class'])"
748,"fictional game called “hexbowling”,programming fundamentals computer science,collaborative computer science assignment,effectively scaffold collaborative learning,goal—speed versus mastery—,simply matching students based,reported significantly higher satisfaction,speed versus mastery,fostering critical thinking,& mckinney de royston,southeastern united states,short video emphasizing,multiple choice questions,develop adaptive techniques,computer science learning","scientific,science,knowledge,epistemic,scientific knowledge,climate,climate change,literacy,interests,intellectual,must,expertise,water,open,appropriate",Listening Versus Looking: Learning About Dynamic Complex,,2018,"set(['epistem', 'clim', 'sci', 'expert', 'wat', 'knowledg', 'appropr', 'intellectu', 'scientific knowledg', 'interest', 'op', 'climate chang', 'literac', 'must'])"
749,"generate transformative learning experience,distributed online collaborative courses,small private online courses,identify effective pedagogical patterns,learning design pattern language,pattern language encompasses,team members auditing,based design language,massive open online,big open online,creating small group,hierarchically nested structures,learning outcome objectives,complete pedagogical approach,fixed content authored","visual,images,image,expertise,read,studied,brain,experts,ability,fig,forms,educators,interpretation,acquisition,task",Design Based Research Approaches Towards Enhancing Social,,2016,"set(['task', 'form', 'expert', 'brain', 'read', 'abl', 'vis', 'im', 'fig', 'stud', 'educ', 'acquisit', 'interpret'])"
750,,"board,game,gameplay,games,player,audience,players,interactions,scaffolding,argumentative,occurs,preliminary,decision,explores,move",Uncertainty Management in Science Argumentation,,2016,"set(['play', 'interact', 'preliminar', 'argu', 'audy', 'gam', 'occ', 'board', 'expl', 'dec', 'gameplay', 'scaffold', 'mov'])"
751,,"youth,interest,related,participation,conditions,career,activity,future,time,practice,desired,material,resources,experienced,music",Science Literacy in Controversial Contexts:,"interests, learning across settings, social practice, conditions of practice, youth pathways,",2018,"set(['conditions of practic', 'desir', 'rel', 'learning across set', 'car', 'youth pathway', 'expery', 'particip', 'fut', 'tim', 'mater', 'pract', 'interest', 'act', 'resourc', 'condit', 'you', 'social practic', 'mus'])"
752,"group members receive identical instructions,productive debate involving active listening,collaborative learning involves mutual construction,students actively create mental representations,members achieve similar conceptual gains,prioritized shorter stopping distance,based interventions involving effective negotiation,ben prioritized rider safety,small groups negotiated shared understandings,balanced collaborative learning outcomes,week designbased physics curriculum,achieving similar conceptual understanding,model ideal discourse practices,effectively negotiated shared understandings,show differential learning outcomes","graph,density,iteration,virtual,graphs,curriculum,materials,points,laboratory,objects,models,claim,pretest,pretest posttest,object",Neurocognitive Task Analysis: What Happens as Medical Students,,2018,"set(['claim', 'object', 'point', 'virt', 'laborator', 'it', 'mater', 'curricul', 'densit', 'graph', 'pretest posttest', 'model', 'pretest'])"
753,"continually developing free netlogo platform,experimental group included young adults,limited sized blind population,invisible molecular submicroscopic level,31 seventh grade sighted students,l2c models enables users,group scores rose significantly,data collected included students,information helps students focus,additional model students explore,blind students worked individually,kinetic molecular theory,group included middle,compensatory sensory channels,perceptual compensation creates","episode,instructor,acts,conversation,positioning,agency,communication,equity,distribution,positions,discussion,episodes,patterns,group,toward",Learning With Songo: The African Board Game,,2018,"set(['episod', 'ag', 'conv', 'commun', 'pattern', 'discuss', 'instruct', 'act', 'posit', 'group', 'toward', 'equit', 'distribut'])"
754,"achieves good learning experiences,platform consistently decrease dramatically,called ‘comment discovery tool,paper understands social learning,features promoting pro,smaller group activities,anova analysis showed,noisy discussion areas,length attribute represents,social constructivist learning,actual interactions afforded,ordinate social participation,social dimension based,social learning online,conversation length variable","tui,participants,mediated,design,joint,problem,problem solving,collaboration,solving,methodological,activity,accounts,dbr,collaborate,trials",Disruptions to Practice: Understanding Suspensions of Youths’,,2018,"set(['tri', 'account', 'problem solv', 'joint', 'methodolog', 'particip', 'collab', 'dbr', 'tui', 'design', 'act', 'solv', 'problem', 'medy'])"
755,"promote building disciplinary core ideas,resulting discussion involved social negotiation,science talk writing heuristic,teacher helps students engage,nineteen classroom observations,complementary analytical approaches,national research council,12 science education states,collaborative learning tasks,nineteen classes involved,human body system,experienced teacher engages,helps students learn,stwh approach consists,temperature group presents","players,game,patterns,design,player,pattern,app,games,user,interface,usability,descriptions,model,explicitly,epistemic",Designing a Data-Centered Approach to Inquiry Practices With,,2018,"set(['epistem', 'play', 'describ', 'pattern', 'explicit', 'us', 'ap', 'gam', 'design', 'interfac', 'model'])"
756,"caused climate change interacts,caused climate change grows,caused climate change declines,accept valid scientific findings,scientific knowledge polarizes attitudes,propose viewing science literacy,recent consensus report,private gun possession,genetically modified food,important policymaking consequences,interpreting scientific findings,briefly review theoretical,draw needed amounts,make evaluative judgments,national research council","body,interactive,fractions,physical,whole,embodiment,app,cognitive,game,played,integration,design,engagement,embodied,learning experiences",Identifying Shifts in Agency by Analyzing Authority in Discussion,,2016,"set(['play', 'phys', 'ap', 'embod', 'cognit', 'interact', 'eng', 'learning experi', 'whol', 'fract', 'gam', 'design', 'integr', 'bod'])"
757,,"feedback,critical,sd,game,gaze,eye,mean,participants,word,number,ms,average,box,assigned,time",ORBIT - Overcoming Breakdowns in Teams With Interactive,,2016,"set(['box', 'word', 'feedback', 'av', 'particip', 'assign', 'tim', 'gam', 'ey', 'numb', 'mean', 'crit', 'sd', 'ms', 'gaz'])"
758,"beti/fang ethnic group philosophical approach,empirically examined african board games,il devait bien casser,je dois accélerer,mets tes pions là,evidences complex learning situations,spectators collaboratively scaffold disadvantaged,argumentative scaffolding involves discussion,songo board game adapted,board gameplay supports interactions,watched multiple times,major themes emerged,occurred multiple times,gagné le match,abord avec ceci","sdl,teachers,schools,school,self,planning,lessons,teacher,lesson,project,factors,good,science education,motivation,science",Frictional Patterns in the Design of Games for Learning,,2018,"set(['school', 'good', 'sci', 'self', 'mot', 'project', 'science educ', 'plan', 'sdl', 'teach', 'lesson', 'fact'])"
759,"danish critical psychology lends,argue differential success pursuing interest,reputable film making program,record rap music drove,spending time film making,require additional financial resources,family income required youth,high school enjoyed volunteering,germandanish critical psychology,future careers illustrating prepared,related pursuits require material,mørck & huniche,creation summits members,constructs including parent,data display included youth","video,videos,lesson,teacher,turn,mr,teaching,science,authentic,ms,reflective,series,approach,instruction,different ways",Playing With Fractions on an Interactive Floor: An Exploratory,,2018,"set(['different way', 'sci', 'ser', 'auth', 'reflect', 'turn', 'instruct', 'video', 'ms', 'mr', 'lesson', 'approach', 'teach'])"
