,ref,file,length,initial,ref_parsed,year
620,"Olsen, J. K., Belenky, D. M., Aleven, V., Rummel, N., Sewall, J., & Ringenberg, M. (2014b). Authoring tools for collaborative intelligent tutoring system environments. In S. Trausan-Matu, K. E. Boyer, M. Crosby, & K. Panourgia (Eds.), Proceedings for 12th International Conference on Intelligent Tutoring Systems (pp. 523-528). Berlin: Springer.",/import2016full/45,345,O,"Olsen, J. K., Belenky, D. M., Aleven, V., Rummel, N., Sewall, J., & Ringenberg, M. (2014b)",2014.0
621,"Rau, M. A., Aleven, V., Rummel, N., & Rohrbach, S. (2012). Sense making alone doesn’t do it: Fluency matters too! ITS Support for robust learning with multiple representations. In S. A. Cerri, W. J. Clancey, G. Papadourakis, & K. Panourgia (Eds.), Proceedings for 11th International Conference on Intelligent Tutoring Systems (pp. 174-184). Berlin: Springer.",/import2016full/45,358,R,"Rau, M. A., Aleven, V., Rummel, N., & Rohrbach, S. (2012)",2012.0
622,"Rittle-Johnson, B., Siegler, R. S., & Alibali, M. W. (2001). Developing conceptual understanding and procedural skill in mathematics: An iterative process. Journal of Educational Psychology, 93(2), 346-362.",/import2016full/45,206,R,"Rittle-Johnson, B., Siegler, R. S., & Alibali, M. W. (2001)",2001.0
623,"Ritter, S., Anderson, J. R., Koedinger, K. R., & Corbett, A. (2007). Cognitive Tutor: Applied research in mathematics education. Psychonomic Bulletin & Review, 14(2), 249-255.",/import2016full/45,175,R,"Ritter, S., Anderson, J. R., Koedinger, K. R., & Corbett, A. (2007)",2007.0
624,"Rummel, N., & Spada, H. (2005). Learning to collaborate: An instructional approach to promoting collaborative problem solving in computer-mediated settings. The Journal of the Learning Sciences, 14(2), 201-241.",/import2016full/45,210,R,"Rummel, N., & Spada, H. (2005)",2005.0
625,"Slavin, R. E. (1989). Cooperative learning and student achievement: Six theoretical perspectives. Advances in Motivation and Achievement, 6, 161-177. Greenwich, CT: JAI Press, Inc.",/import2016full/45,180,S,"Slavin, R. E. (1989)",1989.0
626,"Teasley, S. D. (1995). The role of talk in children's peer collaborations. Developmental Psychology, 31(2), 207220.",/import2016full/45,115,T,"Teasley, S. D. (1995)",1995.0
627,"Tsuei, M. (2011). Development of a peer­assisted learning strategy in computer­supported collaborative learning environments for elementary school students. British Journal of Educational Technology, 42(2), 214232.",/import2016full/45,214,T,"Tsuei, M. (2011)",2011.0
628,"Walker, E., Rummel, N., & Koedinger, K. R. (2009). CTRL: A research framework for providing adaptive collaborative learning support. User Modeling and User-Adapted Interaction, 19(5), 387-431.",/import2016full/45,192,W,"Walker, E., Rummel, N., & Koedinger, K. R. (2009)",2009.0
629,"VanLehn, K. (2011). The relative effectiveness of human tutoring, intelligent tutoring systems, and other tutoring systems. Educational Psychologist, 46(4), 197-221.",/import2016full/45,165,V,"VanLehn, K. (2011)",2011.0
630,"Baker, M. (1994). A model for negotiation in teaching-learning dialogues. Journal of Artificial Intelligence in Education, 5(2), 199-254.",/import2016full/73,137,B,"Baker, M. (1994)",1994.0
631,"Barron, B. (2003). When smart groups fail. The Journal of the Learning Sciences, 12, 307-359.",/import2016full/73,93,B,"Barron, B. (2003)",2003.0
632,"Dornfeld, C. & Puntambekar, S. (2015, June). Emergent roles and collaborative discourse over time. In O. Lindwell, P. Hakkinen, T. Koschman, P. Tchounike, & S. Ludvigsen (Eds.), Exploring the Material Conditions of Learning: Computer-Supported Collaborative Learning (CSCL) Conference 2015, Volume 1 (pp. 380-387). Gothenburg, Sweden: The International Society of the Learning Sciences.",/import2016full/73,386,D,"Dornfeld, C. & Puntambekar, S. (2015, June)",2015.0
633,"Hall, B.M. (2011). Digging in: Designs that develop intersubjectivity in course room discourse. Proceedings of the 34th annual international convention of the Association for Educational Communications and Technology (Vol. II, p. 384-387). Bloomington, IN: AECT.",/import2016full/73,262,H,"Hall, B.M. (2011)",2011.0
634,"Jarvela, S. (1995). The cognitive apprenticeship model in a technologically rich learning environment: Interpreting the learning interaction. Learning and Instruction, 5, 237-259.",/import2016full/73,179,J,"Jarvela, S. (1995)",1995.0
635,"Miyake, N. & Kirschner, P. A. (2014). The social and interactive dimensions of collaborative learning. In R. K. Sawyer (Ed.), The Cambridge Handbook of the Learning Sciences (2nd ed.). Cambridge, UK: Cambridge University Press.",/import2016full/73,227,M,"Miyake, N. & Kirschner, P. A. (2014)",2014.0
636,"Park, D. & Moro, Y. (2006). Dynamics of situation definition. Mind, Culture, and Activity, 13(2), 101-129.",/import2016full/73,106,P,"Park, D. & Moro, Y. (2006)",2006.0
637,"Puntambekar, S. (2013). Mixed methods for analyzing collaborative learning. In C.E. Hmelo-Silver, C. A. Chinn, C. Chan, & A. M. O’Donnell (Eds.), The International Handbook of Collaborative Learning. New York, NY: Routledge Puntambekar, S., Stylianou, A., & Goldstein, J. (2007). Comparing classroom enactments of an inquiry curriculum: Lessons learned from two teachers. The Journal of the Learning Sciences, 16(1), 81-130.",/import2016full/73,424,P,"Puntambekar, S. (2013). Mixed methods for analyzing collaborative learning. In C.E. Hmelo-Silver, C. A. Chinn, C. Chan, & A. M. O’Donnell (Eds.), The International Handbook of Collaborative Learning. New York, NY: Routledge Puntambekar, S., Stylianou, A., & Goldstein, J. (2007)",2013.0
638,"Rogoff, B. (1990). Apprenticeship in thinking: Cognitive development in social context. New York, NY: Oxford University Press.",/import2016full/73,126,R,"Rogoff, B. (1990)",1990.0
639,"Rommetveit, R. (1974). On the architecture of intersubjectivity. In L. Strickland (Ed.), Social Psychology in Transition. New York. New York: Springer US.",/import2016full/73,154,R,"Rommetveit, R. (1974)",1974.0
640,"Roschelle, J. (1992). Learning by collaborating: Convergent conceptual change. Journal of the Learning Sciences, 2, 235-276.",/import2016full/73,124,R,"Roschelle, J. (1992)",1992.0
641,"Rowe, S. (2004). Discourse in activity and activity as discourse. In R. Rogers (Ed.), An Introduction to Critical Discourse Analysis in Education (1st ed.). Mahwah, NJ: Lawrence Erlbaum Associates, Inc.",/import2016full/73,202,R,"Rowe, S. (2004)",2004.0
642,"Rummel, N., Dieglmayr, A., Spada, H., Kahrimanis, G., & Avouris, N. (2011). Analyzing collaborative interactions across domains and settings: An adaptable rating scheme. In S. Puntambekar, G. Erkens, & C. Hmelo-Silver (Eds.), Analyzing Interactions in CSCL (p. 367-390). New York, NY: Springer US.",/import2016full/73,297,R,"Rummel, N., Dieglmayr, A., Spada, H., Kahrimanis, G., & Avouris, N. (2011)",2011.0
643,"Vygotsky, L. S. (1978). Mind in society: The development of higher psychological processes. Cambridge, MA: Harvard University Press.",/import2016full/73,132,V,"Vygotsky, L. S. (1978)",1978.0
644,"Wertsch, J. V. (1979). From social interaction to higher psychological processes. Human Development, 22, 1-22.",/import2016full/73,110,W,"Wertsch, J. V. (1979)",1979.0
645,"Wertsch, J. V. (1984). The zone of proximal development: Some conceptual issues. New Directions for Child and Adolescent Development, 1984(23), 7-18.",/import2016full/73,149,W,"Wertsch, J. V. (1984)",1984.0
646,"Ball, D. L., & Cohen, D. (1999). Developing Practice, Developing Practitioners: toward a practice-based theory of professional education. In G. Sykes & L. Darling-Hammond, Teaching as the learning profession: Handbook of policy and practice (pp. 3–32). San Francisco: Jossey Bass.",/import2016full/87,280,B,"Ball, D. L., & Cohen, D. (1999)",1999.0
647,"Borko, H. (2004). Professional development and teacher learning: Mapping the terrain. Educational Researcher, 33(8), 3–15.",/import2016full/87,122,B,"Borko, H. (2004)",2004.0
648,"Boston, M., & Wolf, M. K. (2005). Assessing Academic Rigor in Mathematics Instruction. Center for the Study of Evaluation, National center for Research on Evaluation, Standards, and Student Testing.",/import2016full/87,198,B,"Boston, M., & Wolf, M. K. (2005)",2005.0
649,"Bryk, A. S., Sebring, P. B., Allensworth, E., Easton, J. Q., & Luppescu, S. (2010). Organizing Schools for Improvement. University of Chicago Press.",/import2016full/87,148,B,"Bryk, A. S., Sebring, P. B., Allensworth, E., Easton, J. Q., & Luppescu, S. (2010)",2010.0
650,"Cobb, P., Jackson, K., Smith, T., Sorum, M., & Henrick, E. (2013). Design research with educational systems: Investigating and supporting improvements in the quality of mathematics teaching and learning at scale. In W. Penuel, B. J. Fishman, & B. H. Cheng, National Society for the Study of Education Yearbook on Design-Based Implementation Research.",/import2016full/87,350,C,"Cobb, P., Jackson, K., Smith, T., Sorum, M., & Henrick, E. (2013)",2013.0
651,"Goffman, E. (1974). Frame analysis: An essay on the organization of experience. Harvard University Press.",/import2016full/87,105,G,"Goffman, E. (1974)",1974.0
652,"Greeno, J. G., & Gresalfi, M. S. (2008). Opportunities to Learn in Practice and Identity. In Assessment, Equity, and Opportunity to Learn. Cambridge University Press.",/import2016full/87,166,G,"Greeno, J. G., & Gresalfi, M. S. (2008)",2008.0
653,"Hall, R., & Horn, I. S. (2012). Talk and Conceptual Change at Work: Adequate Representation and Epistemic Stance in a Comparative Analysis of Statistical Consulting and Teacher Workgroups. Mind, Culture, and Activity, 19(3), 240–258. doi:10.1080/10749039.2012.688233",/import2016full/87,266,H,"Hall, R., & Horn, I. S. (2012)",2012.0
654,"Horn, I. S. (2007). Fast kids, slow kids, lazy kids: Framing the mismatch problem in mathematics teachers' conversations. The Journal of the Learning Sciences, 16(1), 37–79.",/import2016full/87,173,H,"Horn, I. S. (2007)",2007.0
655,"Horn, I. S. (2010). Teaching replays, teaching rehearsals, and re-visions of practice: Learning from colleagues in a mathematics teacher community. The Teachers College Record, 112(1).",/import2016full/87,184,H,"Horn, I. S. (2010)",2010.0
656,"Horn, I. S., & Little, J. W. (2010). Attending to Problems of Practice: Routines and Resources for Professional Learning in Teachers' Workplace Interactions. American Educational Research Journal, 47(1), 181–217. doi:10.3102/0002831209345158",/import2016full/87,241,H,"Horn, I. S., & Little, J. W. (2010)",2010.0
657,"Horn, I. S., & Kane, B. D. (2015). Opportunities for Professional Learning in Mathematics Teacher Workgroup Conversations: Relationships to Instructional Expertise. Journal of the Learning Sciences, 24(3), 150415095906006. doi:10.1080/10508406.2015.1034865",/import2016full/87,256,H,"Horn, I. S., & Kane, B. D. (2015)",2015.0
658,"Horn, I. S., Kane, B. D., & Wilson, J. (2015). Making Sense of Student Performance Data: Data Use Logics and Mathematics Teachers’ Learning Opportunities. American Educational Research Journal, 52(2), 208– 242. doi:10.3102/0002831215573773",/import2016full/87,239,H,"Horn, I. S., Kane, B. D., & Wilson, J. (2015)",2015.0
659,"Jackson, K. J., Shahan, E. C., Gibbons, L. K., & Cobb, P. A. (2012). Launching complex tasks. Mathematics Teaching in the Middle School, 18(1), 24-29.",/import2016full/87,150,J,"Jackson, K. J., Shahan, E. C., Gibbons, L. K., & Cobb, P. A. (2012)",2012.0
660,"Jordan, B., & Henderson, A. (1995). Interaction analysis: Foundations and practice. The Journal of the Learning Sciences, 4(1), 39–103.",/import2016full/87,135,J,"Jordan, B., & Henderson, A. (1995)",1995.0
661,"Lampert, M., Boerst, T. A., & Graziani, F. (2011). Organizational resources in the service of school-wide ambitious teaching practice. The Teachers College Record, 113(7), 1361–1400.",/import2016full/87,182,L,"Lampert, M., Boerst, T. A., & Graziani, F. (2011)",2011.0
662,"Lappan, G., Fey, J. T., Fitzgerald, W., Friel, S., & Phillips, B. (2009). Comparing and Scaling: Ratio, proportion, and percent. Boston, MA: Pearson.",/import2016full/87,149,L,"Lappan, G., Fey, J. T., Fitzgerald, W., Friel, S., & Phillips, B. (2009)",2009.0
663,"Little, J. (2003). Inside teacher community: Representations of classroom practice. The Teachers College Record.",/import2016full/87,112,L,"Little, J. (2003)",2003.0
664,"McLaughlin, M. W., & Talbert, J. E. (2001). Professional Communities and the Work of High School Teaching. University of Chicago Press.",/import2016full/87,135,M,"McLaughlin, M. W., & Talbert, J. E. (2001)",2001.0
665,"Munter, C. (2014). Developing Visions of High-Quality Mathematics Instruction. Journal for Research in Mathematics Education, 45(5), 584–635.",/import2016full/87,141,M,"Munter, C. (2014)",2014.0
666,"Nyikos, M., & Hashimoto, R. (1997). Constructivist Theory Applied to Collaborative Learning in Teacher Education: In Search of ZPD. The Modern Language Journal, 81(4), 506–517.",/import2016full/87,176,N,"Nyikos, M., & Hashimoto, R. (1997)",1997.0
667,"Supovitz, J. (2012). Getting at Student Understanding–The Key to Teachers' Use of Test Data. Teachers College Record, 114, 1–29.",/import2016full/87,128,S,"Supovitz, J. (2012)",2012.0
668,"Vygotsky, L. (1997). 4: Interaction Between Learning and Development. In Readings on the Development of Children (pp. 1–9). Macmillan.",/import2016full/87,134,V,"Vygotsky, L. (1997)",1997.0
669,"Wilson, S. M., & Berne, J. (1999). Teacher Learning and the Acquisition of Professional Knowledge: An Examination of Research on Contemporary Professional Development. Review of Research in Education, 24, 173–209.",/import2016full/87,213,W,"Wilson, S. M., & Berne, J. (1999)",1999.0
670,"Ananiadou, K. and Claro, M. (2009), “21st Century Skills and Competences for New Millennium Learners in OECD Countries”, OECD Education Working Papers, No. 41, OECD Publishing.",/import2016full/80,176,A,"Ananiadou, K. and Claro, M. (2009)",2009.0
671,"Bereiter, C. (2002). Education and mind in the knowledge age. Mahwah: Lawrence Erlbaum Associates.",/import2016full/80,98,B,"Bereiter, C. (2002)",2002.0
672,"Bereiter, C. & Scardamalia, M. (2014). Knowledge building and knowledge creation: Once concept, two hills to climb. In Tan, S. C. & Tan, Y. H. (2014). Perspectives of knowledge creation and implications for education.",/import2016full/80,217,B,"Bereiter, C. & Scardamalia, M. (2014). Knowledge building and knowledge creation: Once concept, two hills to climb. In Tan, S. C. & Tan, Y. H. (2014)",2014.0
673,"Gloor, P. A. (2006). Swarm creativity: Competitive advantage through collaborative innovation networks. Oxford: University Press.",/import2016full/80,129,G,"Gloor, P. A. (2006)",2006.0
674,"Gloor, P. A., Laubacher, R., Dynes, S. B., & Zhao, Y. (2003, November). Visualization of communication patterns in collaborative innovation networks-analysis of some w3c working groups. In Proceedings of the twelfth international conference on Information and knowledge management (pp. 56-60). ACM.",/import2016full/80,298,G,"Gloor, P. A., Laubacher, R., Dynes, S. B., & Zhao, Y. (2003, November)",2003.0
675,"Griffin, P., McGaw, B., & Care, E. (2012). Assessment and teaching of 21st century skills (p. 36). Dordrecht: Springer.",/import2016full/80,119,G,"Griffin, P., McGaw, B., & Care, E. (2012)",2012.0
676,"Hong, H. Y., & Sullivan, F. R. (2009). Towards an idea-centered, principle-based design approach to support learning as knowledge creation. Educational Technology Research and Development, 57(5), 613-627.",/import2016full/80,204,H,"Hong, H. Y., & Sullivan, F. R. (2009)",2009.0
