,file,subject,iso,uri,type,publisher,title,issued,accessioned,citation,available,abstract,value,author_name_length,author_order,shortend_names
2175,import2015full_176,"['education', 'learning outcomes', 'science education', 'simulations']",en,https://doi.dx.org/10.22318/cscl2015.176,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Impacts on Student Understanding of Scientific Practices and Crosscutting Themes through an NGSS–Designed Computer-Supported Curriculum and Instruction Project,2015-07,2017-06-19 14:15:51+00:00,"Yoon, S. A., Koehler-Yom, J., Anderson, E., Oztok, M., Klopfer, E., Schoenfeld, I., Wendel, D., Sheldon, J., & Scheintaub, H. (2015). Impacts on Student Understanding of Scientific Practices and Crosscutting Themes through an NGSS–Designed Computer-Supported Curriculum and Instruction Project In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper presents a curriculum intervention intentionally designed to align with Next Generation Science Standards in the high-school biology classroom. The project emphasizes learning about complex systems through an agent-based modeling tool called StarLogo Nova. Five curricular units have been developed on the topics of enzymes, ecology, protein synthesis, gene regulation, and sugar transport. In this exploratory study we were interested in understanding the extent to which students demonstrated understanding and skills in NGSS areas as they were designed. Evidence is gleaned from classroom observations and interviews with 50 students selected from the larger population of 352 students who worked with project resources during the 2013-2014 school year. Findings revealed that students demonstrated understanding and skills in all NGSS scientific practices and crosscutting themes particularly in the areas of developing and using models, analyzing and interpreting data, cause and effect, and systems and system models.
","Sheldon, Josh",13,7,Sheldon J.
2176,import2015short_1107,"['socially shared regulation of learning', 'prompting', 'scaffolding']",en,https://doi.dx.org/10.22318/cscl2015.1107,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].","CSCL and Learning Analytics: Opportunities to Support Social Interaction, Self-Regulation and Socially Shared Regulation",2015-07,2017-06-19 14:51:54+00:00,"Wise, A. F., Azevedo, R., Stegmann, K., Malmberg, J., Rosé, C. P., Mudrick, N., Taub, M., Martin, S. A., Farnsworth, J., Mu, J., Järvenoja, H., Järvelä, S., Wen, M., Yang, D., & Fischer, F. (2015). CSCL and Learning Analytics: Opportunities to Support Social Interaction, Self-Regulation and Socially Shared Regulation In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 2. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:51:54+00:00,"Research has generated deep insights into computer-supported collaborative learning (CSCL), but the cycle of impact on practice is relatively lengthy and slow. In contrast, work in learning analytics attempts to leverage the collection and analysis of data to improve learning processes and outcomes in-situ. Developing learning analytics to support CSCL thus offers the opportunity to make our research actionable in an immediate way by using data collected on collaborative processes in-progress to inform their future trajectories. Efforts in this direction are specifically promising in support of students’ self- and socially shared- regulation of their learning. Data on collaborative and metacognitive activities can inform collaborating groups and help them to improve future joint efforts. In this symposium we bring together a collection of five papers that are exploring the space of connection between CSCL, learning analytics and self-regulation to advance thinking around these issues.
","Martin, Seth A.",15,7,Martin S. A.
2177,import2015short_165,"['innovative design approach', 'teaching', 'science education', 'learning outcomes']",en,https://doi.dx.org/10.22318/cscl2015.165,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Design Features for Computer-Supported Complex Systems Learning and Teaching in High School Science Classrooms,2015-07,2017-06-19 14:15:51+00:00,"Yoon, S. A., Anderson, E., Koehler-Yom, J., Klopfer, E., Sheldon, J., Wendel, D., Schoenfeld, I., Scheintaub, H., Oztok, M., & Evans, C. (2015). Design Features for Computer-Supported Complex Systems Learning and Teaching in High School Science Classrooms In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"While research on teaching and learning about complex systems has achieved solid grounding in the learning sciences, few educational studies have focused on articulating design features for classroom implementation that can serve a modular purpose for building curricular and instructional experiences. Furthermore, despite the fact that several studies describe important roles for teachers in constructing successful classroom learning experiences, only a few of them examine how teachers’ instructional practices, knowledge, and beliefs influence student learning outcomes and the extent to which teachers are interested and willing to teach through complex systems approaches. Furthermore, we do not know what supports teachers themselves say that they need to teach about complex systems in their classrooms. In this study, we present a curriculum and instruction framework that outlines how teaching and learning about complex systems in high school science classroom contexts can be done. We articulate the features of the framework and provide examples of how the framework is translated into practice. We follow with evidence from an exploratory study conducted with 10 teachers and over 300 students aimed at understanding change in teachers’ instructional practices; the extent to which students learned from the activities; what teachers’ perceptions were in terms of utility and usability; and what other supports teachers needed. 
","Scheintaub, Hal",15,7,Scheintaub H.
2178,import2015short_1110,"['learning communities', 'networked society', 'design']",en,https://doi.dx.org/10.22318/cscl2015.1110,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Technology-Enhanced Learning Communities on a Continuum between Ambient to Designed: What Can We Learn by Synthesizing Multiple Research Perspectives?,2015-07,2017-06-19 14:51:54+00:00,"Kali, Y., Tabak, I., Ben-Zvi, D., Kidron, A., Amzalag, M., Baram-Tsabari, A., Barzilai, S., Brami, U., Duek, O., Elias, N., Kent, C., Laslo, E., Levy, K. S., Rafaeli, S., Tal, T., Weiss, P. L., Hoadley, C., & Kirschner, P. A. (2015). Technology-Enhanced Learning Communities on a Continuum between Ambient to Designed: What Can We Learn by Synthesizing Multiple Research Perspectives? In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 2. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:51:54+00:00,"This symposium brings together the theoretical and practical tools of scientists in both the social and educational sciences in order to examine the types of interaction, knowledge construction, social organization and power structures that: (a) occur spontaneously in technology-enhanced learning communities or (b) can be created by design. We refer to these, respectively, as the study of ambient, naturally occurring, environments, and of designed environments. We present a set of seven studies that demonstrate the strong potential for the cross-fostering of ideas between educational scientists, who focus on the interventionist design-based study of learning, and social scientists, who focus on the analytic study of ambient social interaction and knowledge construction. Each study demonstrates specific insights regarding lessons that can be learned from the ambient to the designed arena, and vice versa, using lenses that integrate our various disciplinary research perspectives.
","Brami, Uzi",10,7,Brami U.
2179,import2015short_1118,"['location-tracking technologies', 'instrumented learning environments']",en,https://doi.dx.org/10.22318/cscl2015.1118,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Knowledge Construction in the Instrumented Classroom: Supporting Student Investigations of Their Physical Learning Environment,2015-07,2017-06-19 14:51:54+00:00,"Moher, T., Slotta, J. D., Acosta, A., Cober, R., Dasgupta, C., Fong, C., Gnoli, A., Silva, A., Silva, B. L., Perritano, A., & Peppler, K. (2015). Knowledge Construction in the Instrumented Classroom: Supporting Student Investigations of Their Physical Learning Environment In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 2. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:51:54+00:00,"In this symposium we consider the physical space of the classroom in order to understand how location can be used as an input or information source for knowledge-building activities. Five posters encapsulate several projects, addressing the role of physical or locational elements within our work, including their role in the pedagogical design, the specific measures collected, and representations employed. The first two projects instrument the classroom with location-specific technologies (e.g., RFID tags), enabling learners to explore location-dependent phenomena (e.g., an earthquake zone, squirrel food patches). The third project maps classroom inquiry discourse (i.e., digital notes) to spatially meaningful locations though out the classroom for collective knowledge mapping. The fourth and fifth projects require learners to consider the physical properties of their learning environment in order to make decisions concerning where they will place motion-activated cameras for wildlife field investigations, allowing learners to instrument the learning environment themselves.","Silva, Alexandra",16,7,Silva A.
2180,import2015short_1103,"['design issues', 'classroom technology', 'collaborative learning']",en,https://doi.dx.org/10.22318/cscl2015.1103,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Researching and Designing for the Orchestration of Learning in the CSCL Classroom,2015-07,2017-06-19 14:51:54+00:00,"Mercier, E., Fong, C., Cober, R., Slotta, J. D., Forssell, K. S., Israel, M., Joyce-Gibbons, A., Martinez-Maldonado, R., Messina, R., Murray, J., Peebles, B., Moher, T., Shehab, S., & Rummel, N. (2015). Researching and Designing for the Orchestration of Learning in the CSCL Classroom In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 2. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:51:54+00:00,"Designing tools for teachers to orchestrate computer supported collaborative learning activities in their classrooms requires that attention be paid to the range of roles and activities a teacher must take throughout the process. Drawing on the Implementing Collaborative Learning in the Classroom framework proposed by Kaendler, Wiedmann, Rummel and Spada (2014), the contributors to this symposium will speak to the way their designs address the various parts of this framework, allowing us to draw conclusions about what has been successful for different parts of this process, and identifying future directions for development and research.
","Martinez-Maldonado, Roberto",27,7,Martinez-Maldonado R.
2181,import2015short_176,"['education', 'learning outcomes', 'science education', 'simulations']",en,https://doi.dx.org/10.22318/cscl2015.176,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Impacts on Student Understanding of Scientific Practices and Crosscutting Themes through an NGSS–Designed Computer-Supported Curriculum and Instruction Project,2015-07,2017-06-19 14:15:51+00:00,"Yoon, S. A., Koehler-Yom, J., Anderson, E., Oztok, M., Klopfer, E., Schoenfeld, I., Wendel, D., Sheldon, J., & Scheintaub, H. (2015). Impacts on Student Understanding of Scientific Practices and Crosscutting Themes through an NGSS–Designed Computer-Supported Curriculum and Instruction Project In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper presents a curriculum intervention intentionally designed to align with Next Generation Science Standards in the high-school biology classroom. The project emphasizes learning about complex systems through an agent-based modeling tool called StarLogo Nova. Five curricular units have been developed on the topics of enzymes, ecology, protein synthesis, gene regulation, and sugar transport. In this exploratory study we were interested in understanding the extent to which students demonstrated understanding and skills in NGSS areas as they were designed. Evidence is gleaned from classroom observations and interviews with 50 students selected from the larger population of 352 students who worked with project resources during the 2013-2014 school year. Findings revealed that students demonstrated understanding and skills in all NGSS scientific practices and crosscutting themes particularly in the areas of developing and using models, analyzing and interpreting data, cause and effect, and systems and system models.
","Sheldon, Josh",13,7,Sheldon J.
2182,import2018_280,"['computational thinking', 'assessment']",en,https://doi.dx.org/10.22318/cscl2018.1304,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",The State of the Field in Computational Thinking Assessment,2018-07,2018-11-04 23:27:28+00:00,"Tissenbaum, M., Sheldon, J., Sherman, M. A., Abelson, H., Weintrop, D., Jona, K., Horn, M., Wilensky, U., Basu, S., Rutstein, D., Snow, E., Shear, L., Grover, S., Lee, I., Klopfer, E., Jayathirtha, G., Shaw, M., kafai, y., Mustafaraj, E., Temple, W., Shapiro, R. B., Lui, D., & Sorensen, C. (2018). The State of the Field in Computational Thinking Assessment. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"While interest in computational thinking (CT) education has grown globally in the past decade, there lacks a single unified definition of CT. This can pose significant challenges for researchers, teachers, and policy makers trying to decide which assessment methods are appropriate for their specific CT interventions. Rather than trying to create a single unified definition of CT, this symposium brings together a broad spectrum of leading CT researchers to share what CT means for them, how it influenced their learning designs, and the methods for assessing CT learning. This interactive session will showcase these different views of CT in a single place and serve as a rich opportunity for comparison and discussion. ","Wilensky, Uri",13,7,Wilensky U.
2183,import2018_274,"['STEM', 'design', 'CSCL']",en,https://doi.dx.org/10.22318/cscl2018.1259,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].","Knowledge Integration in the Digital Age: Trajectories, Opportunities and Future Directions",2018-07,2018-11-04 23:27:28+00:00,"Linn, M., Eylon, B., Kidron, A., Gerard, L., Toutkoushian, E., Ryoo, K. “., Bedell, K. D., Swearingen, A., Clark, D., Virk, S., Barnes, J., Adams, D., Ben-Horin, H., Kali, Y., Tal, T., Sagy, O., Acosta, A., Slotta, J., Matuk, C., Hovey, C. M., Hurwich, T. A., Sarmiento, J. P., Chiu, J., Bywater, J. P., Hong, J., Osborne, J., & Laurillard, D. (2018). Knowledge Integration in the Digital Age: Trajectories, Opportunities and Future Directions. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"Researchers from around the world have shaped knowledge integration (KI), a framework that captures the processes learners use to build on their multiple ideas and refine their understanding.  KI emerged 25 years ago from syntheses of experimental, longitudinal, and meta-analytic studies of learning and instruction. Advances in KI have resulted from partnerships that combine expertise in learning, instruction, classroom teaching, assessment, technology, and the disciplines. This structured poster session includes partnerships that have advanced design of instruction, assessment, professional development, learning technologies, and research methodologies. Participants report on new technologies, including games, to strengthen KI; instructional designs that take advantage of collaboration to support KI; and extensions of KI to integrate science with other disciplines. They summarize exciting results and identify promising opportunities for advancing STEM instruction to promote intentional, life-long learners in the digital age. ","Swearingen, Amanda",18,7, Swearingen
2184,import2018_273,"['science education', 'evidence', 'epistemic cognition']",en,https://doi.dx.org/10.22318/cscl2018.1251,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,2018-07,2018-11-04 23:27:28+00:00,"Samarapungavan, A., Clase, K., Pelaez, N., Gardner, S., Misra, C., Duncan, R. G., Chinn, C., Barzilai, S., Berland, L. K., McNeill, K. L., Manz, E., Wylie, A., & Sandoval, W. A. (2018). Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"Although the study of evidentiary reasoning has a long history in psychology and science education, much of this scholarship has focused on how people coordinate evidence with knowledge claims. Less attention has been paid to our notions of evidence itself and how these develop, especially in the context of schooling. In this symposium, presenters draw from scholarship in science studies and the philosophy of science, cognitive work on epistemic reasoning, and research in science education to unpack dimensions of evidentiary reasoning. Our collective focus is on identifying aspects of evidentiary knowledge and reasoning that prevail in scientific practice but are typically absent from classroom implementations of inquiry in science education. Further, the symposium will address sources of challenge for teachers and students as they engage with evidence in the science classroom and discuss ways in which educators can scaffold the development of more sophisticated reasoning with and about evidence.","Barzilai, Sarit",15,7,Barzilai S.
2185,import2018_272,"['embodied learning', 'science & math', 'design-based research']",en,https://doi.dx.org/10.22318/cscl2018.1243,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Moving Forward: In Search of Synergy Across Diverse Views on the Role of Physical Movement in Design for STEM Education,2018-07,2018-11-04 23:27:28+00:00,"Abrahamson, D., Andrade, A., Lindwall, O., Bakker, A., Nathan, M., Walkington, C. A., Lindgren, R., Brown, D., Zohar, A. R., Levy, S. T., Danish, J., Maltese, A., Enyedy, N., Humburg, M., Saleh, A., Dahn, M., Lee, C., Tu, X., Davis, B., & Georgen, C. (2018). Moving Forward: In Search of Synergy Across Diverse Views on the Role of Physical Movement in Design for STEM Education. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"Inspired by the current embodiment turn in the cognitive sciences, researchers of STEM teaching and learning have been evaluating implications of this turn for educational theory and practice. But whereas design researchers have been developing domain-specific theories that implicate the role of physical movement in conceptual learning, the field has yet to agree on a conceptually coherent and empirically validated framework for leveraging and shaping students’ capacity for physical movement as a socio–cognitive educational resource. This symposium thus convenes to ask, “What is movement in relation to concepts such that we can design for learning?” To stimulate discussion, we highlight an emerging tension across a set of innovative technological designs with respect to the framing question of whether students should discover an activity’s targeted movement forms themselves or that these forms should be cued directly. Our content domains span mathematics (proportions, geometry), physics, chemistry, and ecological system dynamics (predator–prey, bees).","Brown, David",12,7,Brown D.
2186,import2018_275,"['learnersourcing', 'content creation', 'self-explanation']",en,https://doi.dx.org/10.22318/cscl2018.1267,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Crowdsourcing and Education: Towards a Theory and Praxis of Learnersourcing,2018-07,2018-11-04 23:27:28+00:00,"Doroudi, S., Williams, J., Kim, J., Patikorn, T., Ostrow, K., Selent, D., Heffernan, N. T., Hills, T., & Rosé, C. (2018). Crowdsourcing and Education: Towards a Theory and Praxis of Learnersourcing. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"Due to the scale of online environments, large numbers of learners interact with the exact same resources, such as online math homework problems and videos. It is therefore essential these are of the highest quality to help learners. Ideally, online educational resources would constantly improve based on data and input from each learner, giving a better outcome for the next. This symposium explores issues around the use of crowdsourcing to harness learners’ interactions with resources like online problems and videos in order to improve these resources for the next learner. We hope to explore the benefits and limitations of thinking about learners through the lens of crowdsourcing, to imagine learnersourcing. We will discuss four ways in which researchers have leveraged crowdsourcing to help students learn in a variety of educational contexts, and in doing so we will also discuss ways in which educational theory can guide the future of learnersourcing.","Hills, Thomas",13,7,Hills T.
2187,import2018_281,"['Community-Based Collaborative Design Partnerships', 'Expansive Learning', 'Praxis']",en,https://doi.dx.org/10.22318/cscl2018.1312,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Community-Based Design Partnerships: Examples from a New Generation of CHAT/DBR,2018-07,2018-11-04 23:27:28+00:00,"Melendez, J. W., Radinsky, J., Vossoughi, S., Marin, A. M., Bang, M., Nolan, C. M., Phillips, N. C., Lund, V. K., Gonzales, W., Allen, S., Bild, D., Bruton, I., Carmichae, J., Martell, E., Schmidt, A., Jurow, A. S., & Hall, R. (2018). Community-Based Design Partnerships: Examples from a New Generation of CHAT/DBR. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"There has been great interest recently, across research communities, in the intersection of formative interventionist methodologies (originating in cultural-historical activity theory, or CHAT) and design-based research (originating in the learning sciences). A recent special issue of the Journal of the Learning Sciences was dedicated to exploring “CHAT/DBR” from multiple perspectives (Penuel, Cole & O’Neill, 2016). Beyond the similarities and differences between these methodologies, this scholarship also imagines new possibilities and orientations drawing on the two traditions – new roles for researchers and collaborators, alternative “argumentative grammars” (Kelly, 2004) underlying these approaches, and even new conceptions of learning itself. This symposium highlights the work of emerging scholars whose research employs variations of CHAT-inspired DBR in collaborative, community-grounded work oriented toward social change. The session offers innovative perspectives on how we conceptualize learning; rethinking design in our methods; what constitutes a learning environment; and rethinking relationships among researchers, partners, learners and interventions.","Lund, Virginia Killian",22,7,Lund V. K.
2188,import2018_268,"['science', 'classroom assessment', 'multi-dimensional learning']",en,https://doi.dx.org/10.22318/cscl2018.1211,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",The Challenge of Assessing “Knowledge in Use”: Examples from Three-Dimensional Science Learning and Instruction,2018-07,2018-11-04 23:27:28+00:00,"Pellegrino, J. W., Gane, B. D., Zaidi, S. Z., Harris, C. J., McElhaney, K. W., Alozie, N., Pennock, P. H., Severance, S., Neumann, K., Fortus, D., Krajcik, J., Nordine, J., Furtak, E. M., Briggs, D., Chattergoon, R., Penuel, B., Wingert, K., & Van Horne, K. (2018). The Challenge of Assessing “Knowledge in Use”: Examples from Three-Dimensional Science Learning and Instruction. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"This symposium includes four papers focused on meeting challenges in the design and use of assessments of science proficiency for which students are expected to demonstrate their ability to explain scientific phenomena and solve problems by integrating disciplinary concepts with science and engineering practices. This view of multi-dimensional integrated science learning is exemplified by the performance expectations articulated in the Next Generation Science Standards. The four papers describe work that spans multiple grade levels and includes illustrations of the systematic design of assessments of knowledge-in-use for a range of life and physical science concepts, including a focus on energy.  Illustrative tasks are provided together with data on student performance. The papers also consider issues of teacher implementation in classrooms, as well as methods that can be used to help teachers gain a deeper understanding of multi-dimensional science learning goals and effective assessment materials. ","Severance, Samuel",17,7,Severance S.
2189,import2018_266,"['methodology', 'scientific cinema', 'mathematics learning']",en,https://doi.dx.org/10.22318/cscl2018.1195,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Video Data and the Learning Event: Four Case Studies,2018-07,2018-11-04 23:27:28+00:00,"Nemirovsky, R., de Freitas, E., O'Brien, K., Kelton, M. L., Y., J., Ferrara, F., Ferrari, G., Hall, R., Vogelstein, L., & Sinclair, N. (2018). Video Data and the Learning Event: Four Case Studies. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"Video data is now used throughout the learning sciences as a common form of documenting learning events. Wearable cameras and real-time video feed-back have changed the research terrain. And yet scholars often use such data without examining the ways that video – as digital technology - structures and shapes the research findings, while enabling new insights into the event-nature of learning. This international symposium addresses this topic by (1) showcasing and analyzing innovative uses of video technologies in the study of learning, and (2) historically situating such video experiments within traditions of scientific cinema. The term ‘scientific cinema’ is used in media studies to describe all uses of the moving image in scientific study, beginning with the pioneering work of the Lumiére brothers in the 1890s. This symposium presents four contemporary case studies in which video is used innovatively to investigate mathematics learning experiences in three different countries (US, UK, Italy). ","Hall, Rogers",12,7,Hall R.
2190,import2018_269,"['ideology', 'qualitative methods', 'education']",en,https://doi.dx.org/10.22318/cscl2018.1219,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Knowledge Analysis Outside the STEM Classroom,2018-07,2018-11-04 23:27:28+00:00,"Anderson, E., Gupta, A., Philip, T. M., Markauskaite, L., Kali, Y., Goodyear, P., Hjorth, A., & Levrini, O. (2018). Knowledge Analysis Outside the STEM Classroom. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:27:28+00:00,"Knowledge Analysis has proven an important and useful set of methods for characterizing the constituent parts and processes of human reasoning and learning. However, its application has largely been limited to knowledge in a narrow selection of STEM domains, limiting the generalizability of its findings. This symposium draws together scholarship operating within the Knowledge Analysis tradition to investigate reasoning and learning in domains outside of STEM classroom subjects. In doing so, each paper explores the affordances and limitations of Knowledge Analysis to shed light on significant questions in their respective domains of knowledge, including: restorative justice practices, the ethics of drone warfare, undergraduate course design, and urban planning. By further expanding the use of Knowledge Analysis to include non-STEM subjects, we hope to raise important questions and offer richer and more generalizable views of knowledge and learning relevant to both STEM and non-STEM domains. ","Levrini, Olivia",15,7,Levrini O.
2191,import2018_7,"['STEM', 'wearable-based inquiry', 'scaffolding']",en,https://doi.dx.org/10.22318/cscl2018.64,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Scaffolding Authentic Scientific Inquiry Experiences for Early Elementary Learners using Wearable Technology,2018-07,2018-11-04 23:14:21+00:00,"Byrne, V. L., kang, S., Norooz, L., Velez, R., Katzen, M., Addeh, A., Froehlich, J., & Clegg, T. (2018). Scaffolding Authentic Scientific Inquiry Experiences for Early Elementary Learners using Wearable Technology. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Wearable sensors show promise in engaging youth in scientific inquiry by leveraging physical activity and the body for life-relevant inquiry. Prior research, however, has found that elementary school-age children struggle with the learner-determined aspects of an authentic scientific experiment (e.g., asking a testable research question). We explore how to integrate wearable-based inquiry into early-elementary classrooms with Live Physiological Sensing and Visualization tools, including: designing age-appropriate scaffolds, adapting to teacher perspectives, and meeting Next Generation Science Standards. We conducted a two-year, iterative process of developing scaffolds and implementing them in four elementary classrooms (two teachers; 90 children). We present two case studies to demonstrate how our participatory designed scaffolds impact the authenticity of the learners’ wearable-based inquiry experience. Our findings contribute insights about facilitating wearable-based inquiry with elementary learners and specific supports for using sensor-based learning systems to meet Next Generation Science Standards.","Clegg, Tamara",13,7,Clegg T.
2192,import2018_191,"['Science Education', 'Knowledge Analysis', 'Epistemic Network Analysis']",en,https://doi.dx.org/10.22318/cscl2018.871,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Characterizing Computational Thinking in High School Science,2018-07,2018-11-04 23:26:23+00:00,"Swanson, H., Irgens, G. A., Bain, C., Hall, K., Woods, P., Rogge, C., Horn, M., & Wilensky, U. (2018). Characterizing Computational Thinking in High School Science. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:26:23+00:00,"This study identifies high school students' computational thinking practices in the context of science, technology, engineering, and math (CT-STEM practices) and the relationships between their practices-in-use. More specifically, we explore the CT-STEM practices that emerged as a result of students' participation in a two-day biology lesson featuring the exploration of a computational model on predator-prey dynamics. Digitally recorded data were taken from seventy-six students across four classes of one teacher. By applying a grounded analysis to students' written responses to two different assessment items embedded within the lesson, we found four CT-STEM practices related to identifying a model's limitations and eight practices related to exploring the model. Applying a network analysis to responses coded for these practices, we found networks representing common patterns of practices-in-use. This work identifies the informal CT-STEM practices that students bring to their learning and models combinations of practices-in-use. ","Wilensky, Uri",13,7,Wilensky U.
2193,import2018_304,"['data science education', 'second-hand data', 'evidence construction']",en,https://doi.dx.org/10.22318/cscl2018.1383,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Data Moves: Restructuring Data for Inquiry in a Simulation and Data Analysis Environment,2018-07,2018-11-04 23:35:54+00:00,"Wilkerson, M., Lanouette, K., Shareff, R., St. Clair M St. Clair St. Clair, N., Bulalacao, N., Erickson, T., Heller, J. I., Finzer, W., & Reichsman, F. (2018). Data Moves: Restructuring Data for Inquiry in a Simulation and Data Analysis Environment. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:54+00:00,"We explore data transformations, actions investigators take to make datasets more useful for intended inquiries. Fourteen young adults were interviewed while they interacted with online science and engineering games and were provided their own gameplay log data to improve their scores. We investigate the conditions under which data transformations are likely to emerge; provide examples of data moves as enacted by participants; and propose an initial taxonomy of data transformations and potential developmental supports.","Finzer, William",15,7,Finzer W.
